RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,NewAGT,CreditsScore,AgeScore,BalanceScore,EstSalaryScore,NewEstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,HasCrCard,IsActiveMember,Exited
8531,1.164179104477612,-0.3333333333333333,-0.75,0.04949953088364964,0.0,0.13938838690562488,-0.08333333333333333,1.0,-0.25,0.1,0.1,0.13938838690562497,1,0,0,1,0,1,0,0
8532,0.5298507462686567,-0.5833333333333334,-1.0,-0.761480032314815,2.0,0.6551106348696737,-0.25,0.6,-0.5,-0.3,0.7,0.6551106348696737,0,0,1,0,1,1,0,1
8533,-0.5,-0.16666666666666666,-0.75,-0.761480032314815,1.0,-0.015986754231509494,0.08333333333333333,-0.4,-0.25,-0.3,-0.1,-0.01598675423150942,1,0,0,1,0,1,0,1
8534,0.40298507462686567,-0.25,0.75,-0.761480032314815,1.0,-0.637426639499899,-0.5,0.6,-0.25,-0.3,-0.7,-0.637426639499899,1,0,0,0,1,1,1,0
8535,0.1417910447761194,-0.5,0.25,-0.761480032314815,1.0,-0.8573107669766993,-0.5833333333333334,0.2,-0.5,-0.3,-0.9,-0.8573107669766993,1,0,0,1,0,1,1,0
8536,-0.41044776119402987,0.5,-0.75,-0.09429552011120919,0.0,-0.9664962708796246,0.75,-0.4,0.5,-0.1,-0.9,-0.9664962708796246,0,0,1,0,1,0,1,1
8537,-0.04477611940298507,0.5,0.75,0.359305989835499,0.0,-0.38883846822424545,0.25,0.0,0.5,0.7,-0.3,-0.3888384682242455,1,0,0,1,0,1,0,0
8538,1.1119402985074627,0.75,0.25,-0.761480032314815,1.0,0.7096002218808518,0.6666666666666666,1.0,0.75,-0.3,0.7,0.7096002218808518,0,0,1,1,0,1,1,0
8539,0.5895522388059702,-0.3333333333333333,0.0,0.314855335422891,1.0,0.658698132142854,-0.3333333333333333,0.6,-0.25,0.7,0.7,0.6586981321428539,0,0,1,1,0,1,0,0
8540,-0.23880597014925373,-1.0,-1.0,0.31739364032407574,0.0,-0.24390494036825047,-0.6666666666666666,-0.2,-0.75,0.7,-0.3,-0.2439049403682505,0,1,0,1,0,1,1,0
8541,-1.2537313432835822,0.25,0.5,0.07601502425804713,1.0,0.18144898716041172,0.08333333333333333,-0.8,0.25,0.1,0.1,0.18144898716041166,0,1,0,0,1,0,0,0
8542,-0.03731343283582089,0.8333333333333334,0.0,0.06584449090691438,1.0,0.5810471520949788,0.8333333333333334,0.0,0.75,0.1,0.5,0.5810471520949788,0,0,1,0,1,1,1,0
8543,0.26865671641791045,0.25,0.75,0.41898616028423985,1.0,0.97607719380182,0.0,0.4,0.25,0.9,0.9,0.97607719380182,0,1,0,1,0,0,1,0
8544,0.208955223880597,-0.5833333333333334,-0.25,0.08697399898342452,1.0,-0.5672480536193424,-0.5,0.4,-0.5,0.1,-0.5,-0.5672480536193424,0,1,0,0,1,0,1,1
8545,0.27611940298507465,0.75,0.5,-0.35397178909130567,1.0,-0.2764644053640179,0.5833333333333334,0.4,0.75,-0.3,-0.3,-0.2764644053640179,1,0,0,1,0,1,1,0
8546,-1.037313432835821,-0.25,0.5,-0.28738789936780545,0.0,0.24777042395835494,-0.4166666666666667,-0.8,-0.25,-0.3,0.3,0.24777042395835486,0,1,0,0,1,0,0,0
8547,-0.7388059701492538,-0.16666666666666666,-0.75,0.48091273057052936,1.0,-0.5748142618161018,0.08333333333333333,-0.6,-0.25,0.9,-0.5,-0.5748142618161018,0,1,0,0,1,1,0,0
8548,0.27611940298507465,0.8333333333333334,-0.75,0.16932969321608238,1.0,-0.7020551548738255,1.0833333333333333,0.4,0.75,0.3,-0.7,-0.7020551548738256,0,1,0,0,1,0,0,0
8549,-1.007462686567164,0.75,-0.25,-0.761480032314815,0.0,-0.7909766251368492,0.8333333333333334,-0.8,0.75,-0.3,-0.7,-0.7909766251368491,0,0,1,0,1,1,0,0
8550,0.5895522388059702,0.0,0.75,-0.761480032314815,1.0,0.7129503889712107,-0.25,0.6,0.0,-0.3,0.7,0.7129503889712108,1,0,0,0,1,1,1,0
8551,0.26119402985074625,0.8333333333333334,-1.0,-0.046843085124718624,0.0,0.5961365746266846,1.1666666666666667,0.4,0.75,-0.1,0.5,0.5961365746266847,0,1,0,1,0,0,0,1
8552,-1.0820895522388059,-0.4166666666666667,0.5,-0.761480032314815,1.0,-0.3279703403337691,-0.5833333333333334,-0.8,-0.5,-0.3,-0.3,-0.3279703403337691,0,0,1,0,1,1,0,0
8553,-1.373134328358209,-1.25,-1.0,-0.1635788657600218,0.0,0.9614078507757254,-0.9166666666666666,-0.8,-0.75,-0.1,0.9,0.9614078507757254,1,0,0,1,0,1,1,0
8554,0.22388059701492538,1.75,-0.25,-0.761480032314815,0.0,0.7708615962284323,1.8333333333333333,0.4,1.0,-0.3,0.7,0.7708615962284323,0,0,1,1,0,1,0,0
8555,-0.3656716417910448,-1.0833333333333333,-0.5,-0.761480032314815,0.0,1.0025001235565327,-0.9166666666666666,-0.2,-0.75,-0.3,0.9,1.0025001235565327,1,0,0,1,0,1,1,1
8556,-0.9701492537313433,-1.0,-1.0,0.1115098495631295,0.0,0.6961311495737905,-0.6666666666666666,-0.6,-0.75,0.3,0.7,0.6961311495737904,0,1,0,0,1,1,1,0
8557,-0.17164179104477612,0.3333333333333333,1.25,0.41482459373019887,0.0,-0.9478738302944355,-0.08333333333333333,0.0,0.5,0.9,-0.9,-0.9478738302944355,0,0,1,0,1,0,0,0
8558,0.5746268656716418,-0.4166666666666667,0.5,-0.4594682846636872,0.0,0.803327755396435,-0.5833333333333334,0.6,-0.5,-0.3,0.7,0.803327755396435,1,0,0,1,0,0,1,0
8559,-0.582089552238806,0.16666666666666666,0.0,0.17090720270652238,0.0,0.032809449400328476,0.16666666666666666,-0.4,0.25,0.3,0.1,0.032809449400328476,1,0,0,1,0,1,0,0
8560,0.1865671641791045,0.16666666666666666,-1.25,0.1097981389524509,1.0,0.4816160711665301,0.5833333333333334,0.2,0.25,0.3,0.5,0.48161607116653005,0,1,0,1,0,1,1,0
8561,-0.1865671641791045,-0.75,0.0,-0.20448482438377175,0.0,0.30807770047889127,-0.75,-0.2,-0.75,-0.3,0.3,0.3080777004788912,0,1,0,0,1,1,1,0
8562,1.0149253731343284,-0.08333333333333333,1.25,0.09741379634521696,0.0,-0.8542340123881781,-0.5,1.0,0.0,0.1,-0.9,-0.8542340123881781,0,0,1,0,1,1,1,0
8563,0.3358208955223881,2.1666666666666665,0.5,0.4008757465280061,0.0,0.18974385492061835,2.0,0.4,1.0,0.7,0.1,0.18974385492061843,1,0,0,0,1,0,0,1
8564,-0.5522388059701493,0.6666666666666666,-1.0,0.40270027068984854,0.0,0.43911902731215585,1.0,-0.4,0.75,0.7,0.5,0.4391190273121558,1,0,0,0,1,1,0,1
8565,-0.9925373134328358,0.9166666666666666,1.25,-0.20458862851939116,0.0,0.3838455900354865,0.5,-0.8,0.75,-0.3,0.3,0.38384559003548663,1,0,0,0,1,1,0,0
8566,-0.14925373134328357,0.25,1.0,0.33238319253575394,0.0,-0.0659742842328777,-0.08333333333333333,0.0,0.25,0.7,-0.1,-0.06597428423287767,1,0,0,1,0,1,0,1
8567,0.20149253731343283,0.16666666666666666,-0.25,-0.761480032314815,0.0,0.7393865319695063,0.25,0.4,0.25,-0.3,0.7,0.7393865319695063,1,0,0,1,0,0,0,1
8568,0.35074626865671643,-0.5833333333333334,1.0,-0.761480032314815,0.0,0.08098920439884136,-0.9166666666666666,0.4,-0.5,-0.3,0.1,0.08098920439884136,1,0,0,0,1,1,1,0
8569,-0.27611940298507465,2.25,-1.25,-0.12248449283727962,1.0,-0.6535252489203572,2.6666666666666665,-0.2,1.0,-0.1,-0.7,-0.6535252489203572,1,0,0,0,1,0,1,0
8570,-0.22388059701492538,-0.08333333333333333,1.0,-0.761480032314815,1.0,0.04735103052500676,-0.4166666666666667,-0.2,0.0,-0.3,0.1,0.04735103052500676,0,0,1,0,1,1,1,0
8571,0.7686567164179104,-0.75,0.5,0.21420269336085976,0.0,0.9011124661744143,-0.9166666666666666,0.8,-0.75,0.5,0.9,0.9011124661744142,1,0,0,1,0,0,1,0
8572,0.8582089552238806,0.4166666666666667,-0.75,0.2853074294617603,0.0,-0.7275223605561301,0.6666666666666666,0.8,0.5,0.5,-0.7,-0.7275223605561302,1,0,0,1,0,1,0,0
8573,0.746268656716418,0.08333333333333333,1.25,0.03486220764838266,1.0,0.7298540914872281,-0.3333333333333333,0.8,0.25,0.1,0.7,0.7298540914872281,0,1,0,1,0,1,0,0
8574,-0.1417910447761194,-0.9166666666666666,0.75,0.2121780034884456,0.0,-0.4073474781952894,-1.1666666666666667,0.0,-0.75,0.5,-0.5,-0.4073474781952894,1,0,0,1,0,1,1,0
8575,0.48507462686567165,1.8333333333333333,-0.25,-0.761480032314815,1.0,0.7148844012704535,1.9166666666666667,0.6,1.0,-0.3,0.7,0.7148844012704536,1,0,0,1,0,1,1,0
8576,-0.5,0.6666666666666666,-1.25,-0.761480032314815,1.0,0.9095771749348329,1.0833333333333333,-0.4,0.75,-0.3,0.9,0.9095771749348328,0,0,1,0,1,0,0,0
8577,0.7388059701492538,0.0,1.0,0.6769997612113167,1.0,-0.5128667135652113,-0.3333333333333333,0.8,0.0,0.9,-0.5,-0.5128667135652113,1,0,0,1,0,0,0,0
8578,0.7611940298507462,2.3333333333333335,-1.0,0.3054419063484572,0.0,0.2168565159903752,2.6666666666666665,0.8,1.0,0.7,0.3,0.21685651599037528,0,1,0,0,1,1,1,1
8579,-1.171641791044776,0.8333333333333334,1.25,0.31716386105632327,0.0,-0.29600150732617175,0.4166666666666667,-0.8,0.75,0.7,-0.3,-0.29600150732617175,1,0,0,0,1,1,0,0
8580,-0.014925373134328358,-0.25,-0.25,0.06899645452078358,0.0,0.4350349153609167,-0.16666666666666666,0.0,-0.25,0.1,0.5,0.43503491536091665,1,0,0,0,1,0,1,0
8581,-0.917910447761194,-0.5,0.25,0.43176260832451174,0.0,-0.885690476465752,-0.5833333333333334,-0.6,-0.5,0.9,-0.9,-0.885690476465752,1,0,0,1,0,1,0,0
8582,-0.5,0.5,-0.75,-0.761480032314815,1.0,-0.109683897286851,0.75,-0.4,0.5,-0.3,-0.1,-0.109683897286851,1,0,0,1,0,1,0,0
8583,0.11940298507462686,-0.4166666666666667,-1.0,0.2918071352064143,0.0,0.11228670299207551,-0.08333333333333333,0.2,-0.5,0.7,0.1,0.11228670299207551,0,0,1,0,1,0,1,0
8584,-0.4552238805970149,0.08333333333333333,-0.75,0.3532532294445875,0.0,0.19763897124226482,0.3333333333333333,-0.4,0.25,0.7,0.1,0.19763897124226482,1,0,0,1,0,0,1,0
8585,0.5895522388059702,-1.5,0.25,-0.761480032314815,1.0,0.5223080843071009,-1.5833333333333333,0.6,-0.75,-0.3,0.5,0.5223080843071009,1,0,0,0,1,1,1,0
8586,0.7611940298507462,0.6666666666666666,0.25,-0.761480032314815,0.0,-0.26743843867231804,0.5833333333333334,0.8,0.75,-0.3,-0.3,-0.26743843867231804,1,0,0,1,0,1,0,1
8587,-0.014925373134328358,0.75,1.0,0.4058563081263988,1.0,0.7796719837690548,0.4166666666666667,0.0,0.75,0.7,0.7,0.7796719837690548,0,1,0,1,0,1,0,0
8588,-0.47761194029850745,0.3333333333333333,-0.75,0.2674850036319695,1.0,-0.9468709451064689,0.5833333333333334,-0.4,0.5,0.5,-0.9,-0.9468709451064689,0,1,0,0,1,0,1,0
8589,0.44776119402985076,-0.6666666666666666,0.5,-0.15103509566902518,0.0,0.2272034004790564,-0.8333333333333334,0.6,-0.5,-0.1,0.3,0.22720340047905646,0,0,1,1,0,1,0,0
8590,0.291044776119403,-0.25,0.5,-0.761480032314815,1.0,0.6237180009226402,-0.4166666666666667,0.4,-0.25,-0.3,0.7,0.6237180009226403,1,0,0,1,0,0,1,0
8591,0.8880597014925373,0.3333333333333333,1.25,0.08704239219881753,3.0,0.37928610623625725,-0.08333333333333333,0.8,0.5,0.1,0.3,0.3792861062362573,1,0,0,1,0,1,1,1
8592,0.19402985074626866,0.16666666666666666,0.25,-0.761480032314815,0.0,0.8656976192403123,0.08333333333333333,0.2,0.25,-0.3,0.9,0.8656976192403123,0,0,1,1,0,0,1,0
8593,0.5,0.25,1.0,-0.761480032314815,1.0,0.8337579570089335,-0.08333333333333333,0.6,0.25,-0.3,0.9,0.8337579570089335,0,0,1,1,0,1,0,0
8594,-0.31343283582089554,-0.08333333333333333,0.5,0.14308111357002867,0.0,-0.5855791930036891,-0.25,-0.2,0.0,0.3,-0.5,-0.5855791930036891,0,1,0,0,1,0,1,0
8595,0.5223880597014925,0.0,1.0,-0.761480032314815,1.0,-0.6939185411156119,-0.3333333333333333,0.6,0.0,-0.3,-0.7,-0.6939185411156119,0,0,1,0,1,1,0,0
8596,0.7910447761194029,-1.1666666666666667,0.0,0.20009175502161317,0.0,0.02304110169992193,-1.1666666666666667,0.8,-0.75,0.5,0.1,0.023041101699922007,0,1,0,1,0,1,0,1
8597,0.4253731343283582,-0.4166666666666667,-0.75,-0.761480032314815,1.0,0.09642999756952549,-0.16666666666666666,0.6,-0.5,-0.3,0.1,0.09642999756952556,1,0,0,1,0,0,0,0
8598,-0.13432835820895522,1.3333333333333333,-0.5,0.1299154587782417,1.0,0.06252034236022336,1.5,0.0,1.0,0.3,0.1,0.06252034236022327,0,1,0,1,0,1,1,1
8599,0.19402985074626866,1.0,-1.0,-0.761480032314815,1.0,0.02316367994424012,1.3333333333333333,0.2,0.75,-0.3,0.1,0.02316367994424012,0,0,1,1,0,1,1,0
8600,-0.1417910447761194,-0.16666666666666666,-0.5,-0.761480032314815,1.0,-0.6499305351833737,0.0,0.0,-0.25,-0.3,-0.7,-0.6499305351833737,1,0,0,0,1,1,1,0
8601,0.43283582089552236,0.5,1.0,0.24353554849008452,0.0,-0.6829928149176503,0.16666666666666666,0.6,0.5,0.5,-0.7,-0.6829928149176503,1,0,0,0,1,1,0,1
8602,-0.08955223880597014,0.6666666666666666,0.75,0.18326443872437953,0.0,0.9648719566819056,0.4166666666666667,0.0,0.75,0.3,0.9,0.9648719566819055,0,1,0,0,1,0,0,0
8603,0.029850746268656716,2.1666666666666665,0.75,-0.761480032314815,1.0,-0.4388777331562589,1.9166666666666667,0.2,1.0,-0.3,-0.5,-0.43887773315625883,1,0,0,0,1,0,1,0
8604,-0.753731343283582,1.8333333333333333,-0.75,0.5465952870258775,0.0,0.6026239723050416,2.0833333333333335,-0.6,1.0,0.9,0.5,0.6026239723050415,1,0,0,1,0,1,0,1
8605,1.0,0.16666666666666666,0.5,-0.761480032314815,1.0,0.007477425363913721,0.0,1.0,0.25,-0.3,0.1,0.007477425363913648,0,0,1,1,0,0,0,0
8606,-0.6791044776119403,1.0,0.75,-0.761480032314815,1.0,-0.8911910481291128,0.75,-0.6,0.75,-0.3,-0.9,-0.8911910481291127,1,0,0,1,0,1,1,0
8607,1.1567164179104477,0.4166666666666667,0.0,-0.761480032314815,1.0,-0.2570790524224005,0.4166666666666667,1.0,0.5,-0.3,-0.3,-0.2570790524224005,0,0,1,0,1,1,1,0
8608,-0.373134328358209,0.08333333333333333,-0.75,-0.20001349062049337,1.0,0.3752355355956526,0.3333333333333333,-0.2,0.25,-0.3,0.3,0.3752355355956527,0,1,0,0,1,0,0,0
8609,0.5597014925373134,-0.5,-0.5,-0.1133546644956326,1.0,-0.4063723408188475,-0.3333333333333333,0.6,-0.5,-0.1,-0.5,-0.40637234081884754,0,1,0,1,0,1,0,0
8610,0.19402985074626866,0.25,-1.0,-0.761480032314815,1.0,0.8857902872749731,0.5833333333333334,0.2,0.25,-0.3,0.9,0.885790287274973,1,0,0,0,1,1,1,0
8611,0.582089552238806,-1.1666666666666667,0.75,-0.761480032314815,1.0,0.8445357965190982,-1.4166666666666667,0.6,-0.75,-0.3,0.9,0.844535796519098,1,0,0,0,1,1,0,0
8612,-0.417910447761194,-0.5833333333333334,-1.0,-0.761480032314815,1.0,-0.9357875747485259,-0.25,-0.4,-0.5,-0.3,-0.9,-0.9357875747485259,0,0,1,1,0,1,0,0
8613,0.2537313432835821,0.16666666666666666,-0.5,0.2540471078052562,1.0,0.03076292124995764,0.3333333333333333,0.4,0.25,0.5,0.1,0.03076292124995764,0,1,0,0,1,1,1,0
8614,0.23880597014925373,-0.9166666666666666,-0.75,0.13190450270219783,0.0,-0.03362999182684645,-0.6666666666666666,0.4,-0.75,0.3,-0.1,-0.033629991826846416,0,1,0,1,0,0,0,0
8615,1.0820895522388059,-0.4166666666666667,-1.0,0.42872596522961,0.0,-0.9281475756683709,-0.08333333333333333,1.0,-0.5,0.9,-0.9,-0.9281475756683709,0,1,0,0,1,1,0,0
8616,0.04477611940298507,0.16666666666666666,-0.25,-0.761480032314815,0.0,0.48112616475059816,0.25,0.2,0.25,-0.3,0.5,0.4811261647505983,1,0,0,1,0,1,1,0
8617,0.007462686567164179,-0.8333333333333334,0.25,0.08267619439780427,1.0,-0.6790031268378637,-0.9166666666666666,0.2,-0.75,0.1,-0.7,-0.6790031268378638,0,0,1,1,0,1,1,0
8618,-0.08208955223880597,0.0,0.25,-0.761480032314815,1.0,-0.5578496767392662,-0.08333333333333333,0.0,0.0,-0.3,-0.5,-0.5578496767392661,1,0,0,0,1,1,0,0
8619,0.029850746268656716,0.3333333333333333,0.25,0.031185817707089544,1.0,-0.6602892099509445,0.25,0.2,0.5,0.1,-0.7,-0.6602892099509445,0,0,1,1,0,1,1,0
8620,0.7313432835820896,-0.08333333333333333,0.25,-0.761480032314815,1.0,-0.41039831449832037,-0.16666666666666666,0.8,0.0,-0.3,-0.5,-0.4103983144983204,0,0,1,1,0,1,1,0
8621,0.8656716417910447,0.25,0.75,-0.761480032314815,1.0,-0.31623819971588973,0.0,0.8,0.25,-0.3,-0.3,-0.3162381997158897,1,0,0,1,0,0,1,0
8622,-0.6268656716417911,-0.3333333333333333,0.5,-0.761480032314815,1.0,0.43966249818476705,-0.5,-0.4,-0.25,-0.3,0.5,0.43966249818476705,1,0,0,0,1,1,0,0
8623,0.40298507462686567,-0.08333333333333333,1.0,-0.3026173370611945,1.0,-0.6039459065053753,-0.4166666666666667,0.6,0.0,-0.3,-0.7,-0.6039459065053752,0,1,0,0,1,1,0,0
8624,-1.6567164179104477,0.08333333333333333,0.75,0.43762335065021346,0.0,-0.008300407158477886,-0.16666666666666666,-0.8,0.25,0.9,-0.1,-0.008300407158477886,0,1,0,1,0,1,0,0
8625,0.6940298507462687,-0.16666666666666666,-0.25,0.008396775287314088,0.0,0.33971772700193664,-0.08333333333333333,0.8,-0.25,0.1,0.3,0.3397177270019367,0,1,0,0,1,1,0,0
8626,0.7089552238805971,0.5,-1.0,0.26315460846490213,0.0,0.01322427155959859,0.8333333333333334,0.8,0.5,0.5,0.1,0.013224271559598518,1,0,0,0,1,0,1,1
8627,0.03731343283582089,0.25,0.5,0.015412368000310771,0.0,0.1945399574203226,0.08333333333333333,0.2,0.25,0.1,0.1,0.1945399574203225,0,1,0,0,1,0,1,1
8628,-0.09701492537313433,0.4166666666666667,-0.25,-0.761480032314815,1.0,0.6859549192080033,0.5,0.0,0.5,-0.3,0.7,0.6859549192080032,1,0,0,1,0,0,0,0
8629,0.3880597014925373,0.5833333333333334,-0.5,-0.761480032314815,1.0,0.5355524298329123,0.75,0.4,0.5,-0.3,0.5,0.5355524298329123,1,0,0,0,1,0,1,0
8630,-0.007462686567164179,-1.1666666666666667,-0.25,0.14444451234148908,1.0,-0.3028176098487451,-1.0833333333333333,0.0,-0.75,0.3,-0.3,-0.3028176098487451,0,0,1,0,1,1,0,0
8631,0.40298507462686567,0.5833333333333334,-0.75,0.6951636830616092,1.0,-0.3535102188557813,0.8333333333333334,0.6,0.5,0.9,-0.3,-0.3535102188557813,0,1,0,1,0,1,0,0
8632,-0.14925373134328357,-0.5833333333333334,-0.75,-0.1931112598578675,1.0,0.8388873381679406,-0.3333333333333333,0.0,-0.5,-0.3,0.9,0.8388873381679406,0,1,0,0,1,0,1,0
8633,0.7388059701492538,0.4166666666666667,-0.25,-0.761480032314815,1.0,-0.19058899430826814,0.5,0.8,0.5,-0.3,-0.1,-0.19058899430826812,1,0,0,0,1,1,1,0
8634,0.8582089552238806,-0.16666666666666666,-0.75,-0.761480032314815,1.0,0.44780155131102706,0.08333333333333333,0.8,-0.25,-0.3,0.5,0.44780155131102706,1,0,0,1,0,0,0,0
8635,0.664179104477612,0.16666666666666666,0.0,-0.761480032314815,0.0,-0.6097084053126894,0.16666666666666666,0.8,0.25,-0.3,-0.7,-0.6097084053126894,1,0,0,0,1,0,1,0
8636,-0.007462686567164179,-0.6666666666666666,-0.5,0.19344014269660728,0.0,-0.4641243793110589,-0.5,0.0,-0.5,0.3,-0.5,-0.4641243793110589,0,1,0,0,1,1,0,1
8637,-0.3805970149253731,0.75,-0.75,0.020271420002970747,0.0,-0.6861742590514847,1.0,-0.2,0.75,0.1,-0.7,-0.6861742590514847,1,0,0,0,1,1,1,1
8638,-0.9850746268656716,-0.25,-0.5,-0.761480032314815,1.0,0.045840248581768064,-0.08333333333333333,-0.8,-0.25,-0.3,0.1,0.045840248581767995,1,0,0,0,1,1,1,0
8639,-0.19402985074626866,-0.8333333333333334,-0.25,0.14012375333191682,1.0,-0.7448862905101848,-0.75,-0.2,-0.75,0.3,-0.7,-0.7448862905101848,0,1,0,0,1,0,1,0
8640,1.1865671641791045,-0.5833333333333334,0.25,-0.761480032314815,1.0,0.8171619197877344,-0.6666666666666666,1.0,-0.5,-0.3,0.9,0.8171619197877344,1,0,0,0,1,1,1,0
8641,0.582089552238806,-0.4166666666666667,1.0,0.23865667577322716,0.0,-0.3993286655856369,-0.75,0.6,-0.5,0.5,-0.3,-0.39932866558563695,1,0,0,1,0,0,0,0
8642,-0.3582089552238806,0.8333333333333334,-0.25,0.17007473271022647,0.0,-0.5327657567612103,0.9166666666666666,-0.2,0.75,0.3,-0.5,-0.5327657567612103,0,1,0,1,0,0,1,1
8643,-1.1417910447761195,0.5833333333333334,0.25,-0.15332622921331981,1.0,0.08160463662881369,0.5,-0.8,0.5,-0.1,0.1,0.0816046366288136,0,1,0,1,0,1,0,0
8644,0.7611940298507462,0.25,-0.75,0.4969016228229335,0.0,-0.9822449326257979,0.5,0.8,0.25,0.9,-0.9,-0.9822449326257979,0,0,1,0,1,0,1,0
8645,0.47761194029850745,-0.6666666666666666,0.75,-0.761480032314815,1.0,-0.2193093005607624,-0.9166666666666666,0.6,-0.5,-0.3,-0.3,-0.2193093005607624,0,0,1,1,0,0,0,0
8646,-0.11940298507462686,-1.4166666666666667,1.25,0.21206064605813776,0.0,0.003790117281512389,-1.8333333333333333,0.0,-0.75,0.5,0.1,0.0037901172815123147,1,0,0,1,0,0,0,0
8647,-1.3582089552238805,-1.0,0.75,0.24110386806329834,1.0,0.8442798661549247,-1.25,-0.8,-0.75,0.5,0.9,0.8442798661549248,1,0,0,1,0,1,1,0
8648,-1.5522388059701493,0.5,-0.5,-0.761480032314815,1.0,0.5990406422856065,0.6666666666666666,-0.8,0.5,-0.3,0.5,0.5990406422856065,1,0,0,0,1,1,1,0
8649,1.171641791044776,0.9166666666666666,-0.75,-0.761480032314815,0.0,0.6177997891217146,1.1666666666666667,1.0,0.75,-0.3,0.7,0.6177997891217146,0,0,1,1,0,1,0,1
8650,1.4776119402985075,-0.5833333333333334,-0.5,0.06042426982995862,1.0,-0.5819992171153177,-0.4166666666666667,1.0,-0.5,0.1,-0.5,-0.5819992171153175,0,1,0,1,0,1,1,0
8651,-0.11194029850746269,-0.8333333333333334,-1.0,-0.761480032314815,1.0,-0.09048749372847366,-0.5,0.0,-0.75,-0.3,-0.1,-0.09048749372847369,1,0,0,0,1,1,0,0
8652,-1.044776119402985,0.5,-1.0,-0.761480032314815,1.0,-0.4850536489452083,0.8333333333333334,-0.8,0.5,-0.3,-0.5,-0.48505364894520825,1,0,0,0,1,1,1,0
8653,0.9104477611940298,0.5,-1.0,0.10535532194793894,0.0,0.08751603852727734,0.8333333333333334,0.8,0.5,0.3,0.1,0.08751603852727727,0,0,1,1,0,0,0,0
8654,-0.08208955223880597,1.6666666666666667,0.0,-0.761480032314815,1.0,0.22620325958014156,1.6666666666666667,0.0,1.0,-0.3,0.3,0.22620325958014165,1,0,0,0,1,1,1,0
8655,-0.4925373134328358,0.4166666666666667,0.25,0.2311577083305913,1.0,-0.5947140164944477,0.3333333333333333,-0.4,0.5,0.5,-0.5,-0.5947140164944477,0,1,0,0,1,1,0,0
8656,-0.30597014925373134,-0.5833333333333334,1.0,-0.761480032314815,1.0,0.49492516158589933,-0.9166666666666666,-0.2,-0.5,-0.3,0.5,0.4949251615858994,1,0,0,0,1,1,1,0
8657,0.05970149253731343,-0.5,-1.0,-0.09901347683217053,0.0,0.38206942517689557,-0.16666666666666666,0.2,-0.5,-0.1,0.3,0.3820694251768956,0,0,1,0,1,1,1,0
8658,-0.8955223880597015,0.5,1.0,-0.761480032314815,1.0,0.9186252992196183,0.16666666666666666,-0.6,0.5,-0.3,0.9,0.9186252992196182,1,0,0,0,1,0,0,1
8659,-0.7089552238805971,0.08333333333333333,-0.75,0.25614175774794057,0.0,0.019129879958952604,0.3333333333333333,-0.6,0.25,0.5,0.1,0.01912987995895253,0,1,0,1,0,0,0,0
8660,0.582089552238806,-1.0,0.0,0.5498663316104196,0.0,-0.44606289173614516,-1.0,0.6,-0.75,0.9,-0.5,-0.44606289173614516,0,0,1,0,1,1,1,0
8661,-0.8731343283582089,-0.8333333333333334,0.25,-0.761480032314815,1.0,-0.5124536472427327,-0.9166666666666666,-0.6,-0.75,-0.3,-0.5,-0.5124536472427327,1,0,0,1,0,0,1,0
8662,0.9029850746268657,-0.08333333333333333,-0.25,0.0678461480126326,0.0,-0.9736988099568397,0.0,0.8,0.0,0.1,-0.9,-0.9736988099568397,0,1,0,1,0,0,1,0
8663,-1.0597014925373134,0.5833333333333334,-0.25,0.2026910889202677,0.0,-0.7290928053761639,0.6666666666666666,-0.8,0.5,0.5,-0.7,-0.7290928053761639,0,1,0,1,0,1,0,1
8664,-0.8432835820895522,0.16666666666666666,-1.0,-0.761480032314815,0.0,-0.7319040754089975,0.5,-0.6,0.25,-0.3,-0.7,-0.7319040754089975,1,0,0,0,1,1,1,0
8665,0.2835820895522388,0.9166666666666666,-0.75,-0.761480032314815,1.0,-0.9863667531414168,1.1666666666666667,0.4,0.75,-0.3,-0.9,-0.9863667531414169,0,0,1,1,0,1,1,0
8666,1.2611940298507462,0.25,-1.0,-0.761480032314815,1.0,0.9562241936776917,0.5833333333333334,1.0,0.25,-0.3,0.9,0.9562241936776917,1,0,0,1,0,1,0,0
8667,0.26119402985074625,-0.16666666666666666,-1.0,0.2189107788960943,1.0,0.4913614481511688,0.16666666666666666,0.4,-0.25,0.5,0.5,0.4913614481511687,0,1,0,0,1,1,1,0
8668,-0.7089552238805971,0.75,-0.25,-0.008033029927554974,1.0,0.16449873337084714,0.8333333333333334,-0.6,0.75,-0.1,0.1,0.16449873337084706,1,0,0,1,0,1,1,0
8669,-0.8955223880597015,0.0,0.0,-0.761480032314815,1.0,-0.9496467426622983,0.0,-0.6,0.0,-0.3,-0.9,-0.9496467426622983,0,0,1,1,0,0,1,0
8670,-0.835820895522388,0.16666666666666666,-0.75,-0.761480032314815,1.0,-0.18496503127790737,0.4166666666666667,-0.6,0.25,-0.3,-0.1,-0.18496503127790742,0,0,1,0,1,1,0,0
8671,0.39552238805970147,1.5,0.75,-0.761480032314815,1.0,-0.8720866290741416,1.25,0.6,1.0,-0.3,-0.9,-0.8720866290741416,1,0,0,1,0,1,1,0
